KidneyStoneDisease.txt; stone
Arthritis.txt; symptom
Meningoencephalitis.txt; symptom
Diarrhea.txt; cause
Sepsis.txt; pressure
FifthDisease.txt; symptom
MajorDepressiveDisorder.txt; disorder
PeriodontalDisease.txt; tooth
Onychomycosis.txt; test
BreastCancer.txt; cancer
SleepDisorder.txt; sleep
HairLoss.txt; of
StomachCancer.txt; cancer
Hypoglycemia.txt; level
Hypercholesterolemia.txt; blood
LymeDisease.txt; disease
Microcephaly.txt; risk
Diabetes.txt; diabete
STD.txt; infection
Osteoporosis.txt; fracture
TBI.txt; injury
Sinusitis.txt; symptom
Pancreatitis.txt; blood
BrainTumor.txt; tumor
KlinefelterSyndrome.txt; chromosome
Wart.txt; HPV
HIVAIDS.txt; infection
NummularDermatitis.txt; symptom
HeartDisease.txt; risk
AnxietyDisorder.txt; anxiety
Myocarditis.txt; heart
Epilepsy.txt; seizure
Mumps.txt; virus
Chickenpox.txt; infection
